Film,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million),Budget collect, Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
The World's End,89,81,85.0,71,77,-6,74,11,Action,"Action, Sci-Fi, Comedy",original screenplay,8.8,"88,11,790",26.0,"2,60,04,851",20.1,"2,00,84,436","4,60,89,287",46,43.58%,20,230%,44.06%,2013,,,http://www.amazon.com/gp/product/B00G0OMZPS/?tag=titb-20
Salmon Fishing in the Yemen,67,58,62.5,64,65,-1,64.5,-2,comedy,"comedy, romance",adaptation,0.2,"2,25,894",9.0,"90,47,981",25.5,"2,55,16,670","3,45,64,651",35,73.82%,15,230%,1.51%,2012,,,http://www.amazon.com/gp/product/B008Y720JU/?tag=titb-20
Risen,52,51,51.5,71,72,-1,71.5,-20.0,Drama,Drama,original screenplay,11.8,"1,18,01,271",36.9,"3,68,80,033",9.2,"91,89,535","4,60,69,568",46,19.95%,20,230%,59.01%,2016,,,https://www.amazon.com/Risen-Joseph-Fiennes/dp/B01BT67CHC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218934&sr=1-1&keywords=Risen
Olympus Has Fallen,48,41,44.5,67,58,9,62.5,-18,Action,"Action, Thriller",original screenplay,30.4,"3,03,73,794",98.9,"9,89,25,640",62.1,"6,21,00,000","16,10,25,640",161,38.57%,70,230%,43.39%,2013,,,http://www.amazon.com/gp/product/B00ECU9EYW/?tag=titb-20
Oz The Great and Powerful,59,44,51.5,56,61,-5,58.5,-7,Action,"Action, Adventure, Fantasy, Family",adaptation,79.1,"7,91,10,453",234.9,"23,49,11,825",258.4,"25,84,00,000","49,33,11,825",493,52.38%,215,229%,36.80%,2013,,,http://www.amazon.com/gp/product/B00DC7NNAC/?tag=titb-20
Flatliners,5,27,16,38,28,10,33,-17,sci-fi,"sci-fi, horror",remake / reboot,6.6,"65,74,326",16.9,"1,68,83,115",26.7,"2,66,75,700","4,35,58,815",44,61.24%,19,229%,34.60%,2017,,,https://www.amazon.co.uk/Flatliners-Ellen-Page/dp/B075R2WJP7/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546978605&sr=1-2&keywords=Flatliners
One Missed Call,0,24,12,36,44,-8,40,-28,horror,"horror, mystery  ",remake / reboot,12.5,"1,25,00,000",26.9,"2,68,90,000",19.0,"1,89,60,000","4,58,50,000",46,41.35%,20,229%,62.50%,2008,,,http://www.amazon.com/gp/product/B0093Q9X1Y/?tag=titb-20
The Expendables 3,33,35,34.0,49,57,-8,53,-19,action,"action, adventure, thriller",sequel,15.9,"1,58,79,645",39.3,"3,93,22,544",166.9,"16,68,50,000","20,61,72,544",206,80.93%,90,229%,17.64%,2014,,,http://www.amazon.com/gp/product/B00MQOZETK/?tag=titb-20
Underworld Awakening,26,39,32.5,62,63,-1,62.5,-30,action,"action, fantasy, horror",sequel,25.3,"2,53,06,725",62.3,"6,23,21,039",97.8,"9,77,91,632","16,01,12,671",160,61.08%,70,229%,36.15%,2012,,,http://www.amazon.com/gp/product/B0094M2O7C/?tag=titb-20
"I Love You, Man ",83,70,76.5,72,74,-2,73,3.5,comedy,comedy,original screenplay,17.8,"1,78,00,000",71.4,"7,14,00,000",20.2,"2,02,00,000","9,14,00,000",91,22.10%,40,229%,44.50%,2009,,,http://www.amazon.com/gp/product/B002ICE0O0/?tag=titb-20
Get Him to the Greek,73,65,69,63,69,-6,66,3,comedy,"comedy, music",sequel,17.6,"1,76,00,000",61.0,"6,09,70,000",30.3,"3,02,90,000","9,12,60,000",91,33.19%,40,228%,44.00%,2010,,,http://www.amazon.com/gp/product/B0041VR5LQ/?tag=titb-20
Tangled,89,71,80.0,88,82,6,85,-5.0,animation,"animation, comedy, family",adaptation,48.8,"4,87,70,000",200.8,"20,08,20,000",391.0,"39,09,70,000","59,17,90,000",592,66.07%,260,228%,18.76%,2010,,,http://www.amazon.com/gp/product/B005ZMUXDC/?tag=titb-20
Jack Reacher: Never Go Back,38,47,42.5,49,55,-6,52,-9.5,Action,Action,sequel,22.9,"2,28,72,490",54.8,"5,48,26,162",81.7,"8,16,53,924","13,64,80,086",136,59.83%,60,227%,38.12%,2016,,,https://www.amazon.com/Jack-Reacher-Never-Go-Back/dp/B01LYQ4RH6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219053&sr=1-1&keywords=Jack+Reacher3A+Never+Go+Back
Godzilla: King of the Monsters,42,48,45,83,73,10,78,-33,Action,Action,sequel,47.8,"4,77,76,293",110.5,"11,05,00,138",275.4,"27,54,00,000","38,59,00,138",386,71.37%,170,227%,28.10%,2019,,,https://www.amazon.co.uk/Godzilla-King-Monsters-Kyle-Chandler/dp/B07XZHMTG8/ref=sr_1_1?crid=3KGA3U4IZ76R7&keywords=godzilla+king+of+the+monsters+movie+2019&qid=1577973490&s=instant-video&sprefix=Godzilla3A+King+of+the+Monsters2Cinstant-video2C142&sr=1-1
Super Troopers 2,32,41,37,69,69,0,69,-33,Comedy,Comedy,sequel,15.2,"1,51,81,624",30.6,"3,06,17,396",0.0,0,"3,06,17,396",306,0,14,227%,112.46%,2018,,,https://www.amazon.com/Super-Troopers-2-Jay-Chandrasekhar/dp/B07C66RL88/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974880&sr=1-2&keywords=Super+Troopers+2
Jack Ryan: Shadow Recruit,56,57,56.5,53,60,-7,56.5,0,action,"action, drama, mystery, thriller",adaptation,15.5,"1,54,51,981",50.6,"5,05,77,412",84.9,"8,49,33,618","13,55,11,030",136,62.68%,60,226%,25.75%,2014,,,http://www.amazon.com/gp/product/B00HZ3C4N6/?tag=titb-20
The Angry Birds Movie 2,73,60,67,84,68,16,76,-10,Adventure,Adventure,sequel,10.4,"1,03,54,073",41.7,"4,16,57,076",105.1,"10,50,78,230","14,67,35,306",147,71.61%,65,226%,15.93%,2019,,,https://www.amazon.co.uk/Angry-Birds-Movie-2/dp/B07VWSSQXQ/ref=sr_1_1?crid=2PFLHZ3NPJTH8&keywords=the+angry+birds+movie+2&qid=1577974335&s=instant-video&sprefix=The+Angry+Birds+Movie+22Cinstant-video2C146&sr=1-1
